"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Direkter Eigenverbrauch ";"Eigenverbrauch ";"Ladung des E-Fahrzeugs(PV-Anlage) ";"Ladung des E-Fahrzeugs(Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung ";"Entladen des E-Fahrzeugs ins Netz ";"Verluste durch Laden/Entladen ";"Ladung des E-Fahrzeugs (Gruppe 1) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 1) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 1)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 1)  ";"Verluste durch Laden/Entladen (Gruppe 1)  ";"Ladung des E-Fahrzeugs (Gruppe 2) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 2) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 2)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 2)  ";"Verluste durch Laden/Entladen (Gruppe 2)  ";"Ladung des E-Fahrzeugs (Gruppe 3) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 3) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 3)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 3)  ";"Verluste durch Laden/Entladen (Gruppe 3)  ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 1 ";"Zyklenbelastung (Elektrofahrzeug 1) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 2 ";"Zyklenbelastung (Elektrofahrzeug 2) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 3 ";"Zyklenbelastung (Elektrofahrzeug 3) ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";
;kWh/m²;kWh/m²;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;-;0_1;-;0_1;-;0_1;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;

30.09. 00:00;0;0;12,03;0;569,41;569,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 01:00;0;0;11,66;0;561,81;561,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 02:00;0;0;11,3;0;547,93;547,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 03:00;0;0;11,12;0;559,49;559,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 04:00;0;0;10,94;0;569,97;569,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 05:00;0;0;10,82;0;757,37;757,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 06:00;0,00221;0,0021879;10,89;0;800,93;800,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,00221;-2,21E-05;2,1325E-05;-0,00010663;-3,1356E-05;-0,00010356;0;0,0019677;17,528;0;0;-14,011;3,5163;-1,3927;-0,076374;0,10311;-2,8222E-06;-0,043005;-0,0091333;0;2,0981;-2,0981;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 07:00;0,03355;0,032861;11,4;0;771,95;809,64;0;37,689;37,689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,03355;-0,0003355;0,00032375;-0,0015528;-0,00046969;-0,0017309;0;0,029785;265,32;0;0;-212,09;53,233;-6,3868;-1,2399;2,061;-4,8572E-05;-0,95335;-0,20317;0;46,511;0;0;0;0;0;-0,14206;46,369;46,369;-0,10851;-8,5712;0;0;37,689;37,689;
30.09. 08:00;0,05621;0,05513;11,81;0;705,89;781,36;0;75,471;75,471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,05621;-0,0005621;0,00054242;-0,0026784;-0,00078861;-0,0027248;0;0,049999;445,38;0;0;-356,03;89,351;-7,7998;-2,0194;3,3119;-8,3228E-05;-1,6569;-0,3724;0;80,814;0;0;0;0;0;-0,22081;80,593;80,593;-0,21363;-4,9091;0;0;75,471;75,471;
30.09. 09:00;0,12887;0,12484;12,51;0;563,44;749,16;0;185,72;185,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,12887;-0,0012887;0,0012436;-0,0061485;-0,0017771;-0,0062831;0;0,11462;1021;0;0;-816,16;204,82;-9,3256;-4,6046;6,2655;-0,00019241;-3,9432;-1,0111;0;192,21;0;0;0;0;0;-0,32087;191,88;191,88;-0,53035;-5,636;0;0;185,72;185,72;
30.09. 10:00;0,14048;0,13725;13,14;0;548,67;751,86;0;203,19;203,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,14048;-0,0014048;0,0013556;-0,00678;-0,00196;-0,0066631;0;0,12503;1113,7;0;0;-890,3;223,43;-9,4476;-4,8305;6,1392;-0,00021217;-4,3057;-1,0083;0;209,97;0;0;0;0;0;-0,32549;209,65;209,65;-0,57974;-5,8798;0;0;203,19;203,19;
30.09. 11:00;0,16605;0,16179;13,64;0;452,1;693,84;0;241,74;241,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,16605;-0,0016605;0,0016024;-0,0080262;-0,0023081;-0,0078497;0;0,14781;1316,6;0;0;-1052,5;264,13;-9,4382;-5,6726;6,3011;-0,00025031;-5,1064;-1,1663;0;249,05;0;0;0;0;0;-0,32863;248,72;248,72;-0,6903;-6,2915;0;0;241,74;241,74;
30.09. 12:00;0,21919;0,20768;14,25;0;359,53;681,4;0;321,87;321,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,21919;-0,0021919;0,0021152;-0,010554;-0,0029291;-0,010485;0;0,19515;1738,3;0;0;-1389,6;348,72;-8,9737;-7,2676;6,1401;-0,00031803;-6,7724;-1,6473;0;330,2;0;0;0;0;0;-0,36033;329,84;329,84;-0,92189;-7,0481;0;0;321,87;321,87;
30.09. 13:00;0,16781;0,16297;14,44;0;394,14;637,7;0;243,56;243,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,16781;-0,0016781;0,0016193;-0,0080629;-0,0023223;-0,007964;0;0,1494;1330,9;0;0;-1063,9;266,98;-9,5789;-5,7368;5,5495;-0,00025089;-5,1444;-1,1785;0;250,9;0;0;0;0;0;-0,32857;250,57;250,57;-0,69655;-6,3104;0;0;243,56;243,56;
30.09. 14:00;0,17113;0,16293;14,66;0;416,09;664,02;0;247,93;247,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,17113;-0,0017113;0,0016514;-0,0081117;-0,0023029;-0,008428;0;0,15223;1356;0;0;-1084;272,04;-9,582;-5,9851;5,4247;-0,00024841;-5,238;-1,3444;0;255,32;0;0;0;0;0;-0,3281;254,99;254,99;-0,71117;-6,3524;0;0;247,93;247,93;
30.09. 15:00;0,14261;0,13317;14,73;0;435,9;638,92;0;203,02;203,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,14261;-0,0014261;0,0013762;-0,0065561;-0,0018655;-0,0077448;0;0,12639;1125,9;0;0;-900;225,89;-9,6626;-5,4922;4,933;-0,0023038;-4,3134;-1,5715;0;209,78;0;0;0;0;0;-0,32637;209,46;209,46;-0,5764;-5,8651;0;0;203,02;203,02;
30.09. 16:00;0,07106;0,068464;14,46;0;563,78;659,96;0;96,185;96,185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,07106;-0,0007106;0,00068572;-0,0032821;-0,00097255;-0,0038556;0;0,062925;560,52;0;0;-448,06;112,46;-8,5975;-2,7679;3,0926;-0,00010214;-2,0838;-0,54017;0;101,57;0;0;0;0;0;-0,25729;101,31;101,31;-0,26998;-4,8549;0;0;96,185;96,185;
30.09. 17:00;0,02137;0,020712;14,07;0;653,15;672,5;0;19,352;19,352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0,02137;-0,0002137;0,00020622;-0,0008415;-0,00029491;-0,0013934;0;0,018833;167,76;0;0;-134,08;33,675;-5,3041;-0,79955;1,0065;-2,9411E-05;-0,57156;-0,11708;0;27,889;0;0;0;0;0;-0,089175;27,8;27,8;-0,063778;-8,3848;0;0;19,352;19,352;
30.09. 18:00;0;0;13,61;0;616,61;616,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 19:00;0;0;12,93;0;628,97;628,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 20:00;0;0;12,26;0;495,37;495,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 21:00;0;0;11,58;0;274,61;274,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 22:00;0;0;10,57;0;199,69;199,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
30.09. 23:00;0;0;9,56;0;157,93;157,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 00:00;0;0;8,55;0;156,75;156,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 01:00;0;0;7,54;0;154,59;154,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 02:00;0;0;6,53;0;153,85;153,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 03:00;0;0;5,89;0;154,85;154,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 04:00;0;0;5,23;0;194,53;194,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 05:00;0;0;4,77;0;380,15;379,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48723;0,034216;0,48723;0,034216;0,99958;0,032029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 06:00;0,00241;0,0023859;4,83;0;399,41;399,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23285;0,034399;0,23285;0,034399;0,75646;0,032193;0,00241;-2,41E-05;2,3256E-05;-0,00011628;-3,4192E-05;-0,00011293;0;0,0021457;19,114;0;0;-15,279;3,8345;-1,4555;-0,083286;0,16524;-3,2111E-06;-0,049219;-0,010284;0;2,4014;-1,5574;0;0;0;0;-0,004007;0,83999;0,83999;-0,00051561;-0,67987;-0,2051;0;-0,045492;0,15961;
01.10. 07:00;0,09279;0,057753;6,77;0;518,15;360,1;0;45,609;105,81;60,204;203,66;0;0;5,2773;1,0837E+08;3,6659E+08;0;0;9,4992E+06;1,0837E+08;3,6659E+08;0;0;9,4992E+06;0;0;0;0;0;0,37786;0,034399;0,37786;0,034399;0,75643;0,032193;0,09279;-0,0009279;0,00089541;0,0032464;-0,00060746;-0,022696;0;0,072701;647,61;0;0;-516,87;130,73;-6,7274;-12,037;6,1325;-0,32141;-2,3556;-3,0167;0;112,41;0;0;0;0;0;-0,26349;112,14;112,14;-0,35818;-5,9728;0;0;105,81;105,81;
01.10. 08:00;0,14138;0,12109;8,08;0;412,9;348,04;0;85,839;199,15;113,31;150,7;0;0;5,2801;2,0395E+08;2,7125E+08;0;0;9,5042E+06;2,0395E+08;2,7125E+08;0;0;9,5042E+06;0;0;0;0;0;0,51815;0,034399;0,51815;0,034399;0,7564;0,032193;0,14138;-0,0014138;0,0013643;-0,0052935;-0,001616;-0,010724;0;0,1237;1101,9;0;0;-880,71;221,16;-8,4835;-7,9724;9,7281;-0,12273;-4,2862;-4,1169;0;205,91;0;0;0;0;0;-0,3316;205,58;205,58;-0,62617;-5,8039;0;0;199,15;199,15;
01.10. 09:00;0,0778;0,07627;8,02;0;194,63;304,9;0;110,27;110,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51813;0,034399;0,51813;0,034399;0,75637;0,032193;0,0778;-0,000778;0,00075076;-0,0037357;-0,001091;-0,0037088;0;0,069237;616,75;0;0;-493,03;123,73;-8,2019;-2,735;5,9512;-0,00011866;-2,3749;-0,55689;0;115,81;0;0;0;0;0;-0,27771;115,53;115,53;-0,3093;-4,9548;0;0;110,27;110,27;
01.10. 10:00;0,05386;0,052377;7,76;0;99,253;172,58;0;73,327;73,327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5181;0,034399;0,5181;0,034399;0,75634;0,032193;0,05386;-0,0005386;0,00051974;-0,002599;-0,00074924;-0,0025617;0;0,047931;426,96;0;0;-341,31;85,653;-7,3966;-1,8485;4,272;-8,0433E-05;-1,6136;-0,35693;0;78,709;0;0;0;0;0;-0,21661;78,493;78,493;-0,20322;-4,963;0;0;73,327;73,327;
01.10. 11:00;0,19752;0,18918;8,61;185,17;0;110,68;0;110,68;110,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51808;0,034399;0,51808;0,034399;0,7563;0,032193;0,19752;-0,0019752;0,001906;-0,0095608;-0,0026808;-0,0094419;0;0,17577;1565,7;0;0;-1251,6;314,09;-8,1304;-6,6158;12,161;-0,00029818;-6,2301;-1,4635;0;303,81;0;0;0;0;0;-0,34772;303,46;303,46;-0,88578;-6,7237;0;0;295,85;295,85;
01.10. 12:00;0,21292;0,20236;9,3;207,57;0;111,18;0;111,18;111,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51806;0,034399;0,51806;0,034399;0,75627;0,032193;0,21292;-0,0021292;0,0020546;-0,010245;-0,0028581;-0,010185;0;0,18956;1688,5;0;0;-1349,8;338,74;-8,0295;-7,0838;11,785;-0,00031709;-6,7081;-1,6343;0;327,06;0;0;0;0;0;-0,35877;326,71;326,71;-0,95198;-7,0046;0;0;318,75;318,75;
01.10. 13:00;0,31793;0,25298;10,38;366,67;0;110,48;0;110,48;110,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51804;0,034399;0,51804;0,034399;0,75624;0,032193;0,31793;-0,0031793;0,003068;-0,014513;-0,0032158;-0,017262;0;0,28283;2519,4;0;0;-2014;505,43;-6,0649;-9,108;11,488;-0,24963;-10,03;-3,2491;0;488,22;0;0;0;0;0;-0,47483;487,75;487,75;-1,3823;-9,2136;0;0;477,15;477,15;
01.10. 14:00;0,50713;0,082184;12,12;625,17;0;111;0;111;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51802;0,034399;0,51802;0,034399;0,75621;0,032193;0,50713;-0,0050713;0,0048937;-0,01571;-0,00011849;-0,047978;0;0,44315;3947,5;0;0;-3155;792,45;-3,2245;-17,725;-0,82117;-0,38461;-15,406;-2,1271;0;752,76;0;-0,25978;0;0;0;-0,749;751,75;751,75;-2,0901;-13,487;0;0;736,17;736,17;
01.10. 15:00;0,37155;0,056431;12,92;386,01;0;113,1;0;113,1;113,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,518;0,034399;0,518;0,034399;0,75618;0,032193;0,37155;-0,0037155;0,0035854;-0,0066713;-8,855E-05;-0,05364;0;0,31102;2770,5;0;0;-2213,8;556,7;-6,1901;-27,599;3,1359;-0,40272;-10,513;-3,9051;0;511,23;0;-0,57332;0;0;0;-0,50547;510,15;510,15;-1,3462;-9,6915;0;0;499,11;499,11;
01.10. 16:00;0,21087;0,036739;12,92;123,45;0;112,02;0;112,02;112,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51798;0,034399;0,51798;0,034399;0,75615;0,032193;0,21087;-0,0021087;0,0020349;0,0023129;-9,2561E-05;-0,054161;0;0,15885;1415,1;0;0;-1129,8;285,23;-7,4883;-29,487;3,6772;-0,6209;-5,0262;-3,0933;0;243,19;-0,0084329;-0,24808;0;0;0;-0,34657;242,59;242,59;-0,62617;-6,4879;-0,002;0;235,47;235,47;
01.10. 17:00;0,05259;0,023578;11,97;0;65,84;110,18;0;44,34;44,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0,05259;-0,0005259;0,00050749;0,011519;-0,0001855;-0,030126;0;0,033779;300,9;0;0;-239,03;61,868;-4,0723;-5,0103;1,1708;-0,25037;-1,0741;-0,52266;0;52,109;-0,076689;0;0;0;0;-0,10556;51,927;51,927;-0,16618;-7,4114;-0,01;0;44,34;44,35;
01.10. 18:00;0;0;10,86;0;114,79;114,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 19:00;0;0;9,73;0;116,13;115,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 20:00;0;0;8,61;0;116,35;116,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 21:00;0;0;7,48;0;116,07;115,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 22:00;0;0;6,35;0;114,63;114,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.10. 23:00;0;0;5,22;0;115,71;115,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 00:00;0;0;4,3;0;114,59;114,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 01:00;0;0;3,21;0;115,73;115,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 02:00;0;0;2,11;0;115,93;115,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 03:00;0;0;1,47;0;116,15;115,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 04:00;0;0;0,83;0;115,73;115,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.10. 05:00;0;0;0,35;0;115,13;114,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,51795;0,034399;0,51795;0,034399;0,75611;0,032193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
